timestamp_ms,round,phase,p1_health,p1_damage,p2_health,p2_damage
13200,0,battle,98.8,0.8,100.0,0.0
13300,0,battle,98.4,0.8,100.0,0.0
13400,0,battle,98.2,1.0,100.0,0.0
13500,0,battle,98.2,1.0,100.0,0.0
13600,0,battle,99.2,0.0,96.3,3.7
13700,0,battle,99.2,0.0,100.0,0.0
13800,0,battle,99.2,0.0,100.0,0.0
13900,0,battle,99.2,0.0,100.0,0.0
14000,0,battle,99.2,0.0,100.0,0.0
14100,0,battle,99.2,0.0,100.0,0.0
14200,0,battle,99.2,0.0,100.0,0.0
14300,0,battle,99.2,0.0,100.0,0.0
14400,0,battle,99.2,0.0,100.0,0.0
14500,0,battle,99.2,0.0,100.0,0.0
14600,0,battle,99.2,0.0,100.0,0.0
14700,0,battle,99.2,0.0,100.0,0.0
14800,0,battle,99.2,0.0,100.0,0.0
14900,0,battle,99.2,0.0,100.0,0.0
15000,0,battle,99.2,0.0,100.0,0.0
15100,0,battle,99.2,0.0,100.0,0.0
15200,0,battle,95.1,0.2,100.0,0.0
15300,0,battle,95.3,0.0,100.0,0.0
15400,0,battle,95.3,0.0,100.0,0.0
15500,0,battle,95.3,0.0,92.6,6.1
15600,0,battle,95.3,0.0,92.6,6.1
15700,0,battle,95.3,0.0,92.6,6.1
15800,0,battle,95.3,0.0,92.6,6.1
15900,0,battle,95.3,0.0,92.2,6.1
16000,0,battle,95.3,0.0,86.7,11.1
16100,0,battle,95.3,0.0,86.7,11.1
16200,0,battle,95.3,0.0,86.1,11.1
16300,0,battle,95.3,0.0,86.1,11.1
16400,0,battle,95.3,0.0,86.1,11.1
16500,0,battle,95.3,0.0,86.1,11.1
16600,0,battle,95.3,0.0,86.1,11.1
16700,0,battle,95.3,0.0,86.1,11.1
16800,0,battle,95.3,0.0,86.1,11.1
16900,0,battle,95.3,0.0,86.1,11.1
17000,0,battle,95.3,0.0,86.7,10.5
17100,0,battle,95.3,0.0,86.9,10.2
17200,0,battle,95.3,0.0,97.1,0.0
17300,0,battle,95.3,0.0,97.1,0.0
17400,0,battle,95.3,0.0,82.0,5.3
17500,0,battle,95.3,0.0,87.3,0.0
17600,0,battle,95.3,0.0,87.3,0.0
17700,0,battle,95.3,0.0,87.3,0.0
17800,0,battle,95.3,0.0,87.3,0.0
17900,0,battle,95.3,0.0,87.3,0.0
18000,0,battle,95.3,0.0,87.3,0.0
18100,0,battle,95.3,0.0,87.3,0.0
18200,0,battle,95.3,0.0,87.3,0.0
18300,0,battle,95.3,0.0,87.3,0.0
18400,0,battle,95.3,0.0,87.3,0.0
18500,0,battle,95.3,0.0,87.3,0.0
18600,0,battle,95.3,0.0,87.3,0.0
18700,0,battle,95.3,0.0,87.3,0.0
18800,0,battle,95.3,0.0,87.3,0.0
18900,0,battle,95.3,0.0,87.3,0.0
19000,0,battle,95.3,0.0,87.3,0.0
19100,0,battle,95.3,0.0,87.3,0.0
19200,0,battle,95.3,0.0,87.3,0.0
19300,0,battle,95.3,0.0,87.3,0.0
19400,0,battle,95.3,0.0,87.3,0.0
19500,0,battle,95.3,0.0,87.3,0.0
19600,0,battle,95.3,0.0,87.3,0.0
19700,0,battle,95.3,0.0,87.3,0.0
19800,0,battle,95.3,0.0,87.3,0.0
19900,0,battle,95.3,0.0,87.3,0.0
20000,0,battle,95.3,0.0,81.8,4.3
20100,0,battle,95.3,0.0,85.7,0.4
20200,0,battle,95.3,0.0,86.1,0.0
20300,0,battle,95.3,0.0,86.1,0.0
20400,0,battle,95.3,0.0,86.1,0.0
20500,0,battle,95.3,0.0,86.1,0.0
20600,0,battle,95.3,0.0,86.1,0.0
20700,0,battle,95.3,0.0,86.1,0.0
20800,0,battle,95.3,0.0,86.1,0.0
20900,0,battle,95.3,0.0,86.1,0.0
21000,0,battle,92.8,2.5,86.1,0.0
21100,0,battle,92.8,2.5,86.1,0.0
21200,0,battle,92.8,2.5,86.1,0.0
21300,0,battle,92.8,2.5,86.1,0.0
21400,0,battle,92.8,2.5,86.1,0.0
21500,0,battle,92.8,2.5,86.1,0.0
21600,0,battle,92.8,2.5,85.7,0.4
21700,0,battle,92.8,2.5,85.7,0.4
21800,0,battle,92.8,2.5,81.4,4.7
21900,0,battle,92.8,2.5,86.1,0.0
22000,0,battle,92.8,2.5,86.1,0.0
22100,0,battle,94.5,0.8,86.1,0.0
22200,0,battle,95.3,0.0,86.1,0.0
22300,0,battle,95.3,0.0,86.1,0.0
22400,0,battle,95.3,0.0,86.1,0.0
22500,0,battle,95.3,0.0,86.1,0.0
22600,0,battle,95.3,0.0,86.1,0.0
22700,0,battle,95.3,0.0,86.1,0.0
22800,0,battle,95.3,0.0,86.1,0.0
22900,0,battle,95.3,0.0,86.1,0.0
23000,0,battle,95.3,0.0,86.1,0.0
23100,0,battle,95.3,0.0,86.1,0.0
23200,0,battle,95.3,0.0,86.1,0.0
23300,0,battle,95.3,0.0,86.1,0.0
23400,0,battle,95.3,0.0,86.1,0.0
23500,0,battle,95.3,0.0,86.1,0.0
23600,0,battle,95.3,0.0,86.1,0.0
23700,0,battle,95.3,0.0,86.1,0.0
23800,0,battle,95.3,0.0,86.1,0.0
23900,0,battle,95.3,0.0,86.1,0.0
24000,0,battle,95.3,0.0,86.1,0.0
24100,0,battle,95.3,0.0,86.1,0.0
24200,0,battle,95.3,0.0,86.1,0.0
24300,0,battle,95.3,0.0,86.1,0.0
24400,0,battle,95.3,0.0,86.1,0.0
24500,0,battle,95.3,0.0,86.1,0.0
24600,0,battle,95.3,0.0,86.1,0.0
24700,0,battle,95.3,0.0,86.1,0.0
24800,0,battle,95.3,0.0,86.1,0.0
24900,0,battle,95.3,0.0,86.1,0.0
25000,0,battle,95.3,0.0,86.1,0.0
25100,0,battle,95.3,0.0,86.1,0.0
25200,0,battle,95.3,0.0,86.1,0.0
25300,0,battle,95.3,0.0,86.1,0.0
25400,0,battle,95.3,0.0,86.1,0.0
25500,0,battle,95.3,0.0,86.1,0.0
25600,0,battle,95.3,0.0,83.8,1.2
25700,0,battle,95.3,0.0,83.8,1.2
25800,0,battle,95.3,0.0,83.8,1.2
25900,0,battle,95.3,0.0,83.8,1.2
26000,0,battle,95.3,0.0,83.8,1.2
26100,0,battle,86.5,7.0,74.8,8.2
26200,0,battle,86.5,7.0,74.8,8.2
26300,0,battle,86.5,7.0,74.8,8.2
26400,0,battle,86.5,7.0,74.8,8.2
26500,0,battle,86.5,7.0,74.8,8.2
26600,0,battle,86.5,7.0,74.8,8.2
26700,0,battle,86.7,6.6,74.6,8.2
26800,0,battle,86.7,6.4,74.6,8.2
26900,0,battle,86.7,6.4,74.6,8.2
27000,0,battle,86.9,6.1,74.6,8.2
27100,0,battle,86.9,6.1,74.6,8.2
27200,0,battle,86.9,6.1,74.6,8.2
27300,0,battle,87.3,5.7,74.6,8.2
27400,0,battle,93.0,0.0,74.6,8.2
27500,0,battle,93.0,0.0,74.6,8.2
27600,0,battle,93.0,0.0,74.6,8.2
27700,0,battle,93.0,0.0,74.6,8.2
27800,0,battle,93.0,0.0,81.6,1.2
27900,0,battle,93.0,0.0,82.8,0.0
28000,0,battle,93.0,0.0,82.8,0.0
28100,0,battle,93.0,0.0,82.8,0.0
28200,0,battle,93.0,0.0,82.8,0.0
28300,0,battle,93.0,0.0,82.8,0.0
28400,0,battle,93.0,0.0,82.8,0.0
28500,0,battle,93.0,0.0,82.8,0.0
28600,0,battle,93.0,0.0,82.8,0.0
28700,0,battle,93.0,0.0,82.8,0.0
28800,0,battle,93.0,0.0,82.8,0.0
28900,0,battle,93.0,0.0,82.8,0.0
29000,0,battle,93.0,0.0,82.8,0.0
29100,0,battle,93.0,0.0,82.8,0.0
29200,0,battle,93.0,0.0,82.8,0.0
29300,0,battle,93.0,0.0,82.8,0.0
29400,0,battle,93.0,0.0,82.8,0.0
29500,0,battle,93.0,0.0,82.8,0.0
29600,0,battle,93.0,0.0,82.8,0.0
29700,0,battle,93.0,0.0,82.8,0.0
29800,0,battle,93.0,0.0,82.8,0.0
29900,0,battle,93.0,0.0,82.8,0.0
30000,0,battle,93.0,0.0,82.8,0.0
30100,0,battle,93.0,0.0,82.8,0.0
30200,0,battle,93.0,0.0,82.8,0.0
30300,0,battle,93.0,0.0,58.6,13.7
30400,0,battle,93.0,0.0,58.6,13.7
30500,0,battle,93.0,0.0,58.6,13.7
30600,0,battle,93.0,0.0,58.6,13.7
30700,0,battle,93.0,0.0,58.4,13.7
30800,0,battle,93.0,0.0,58.6,13.5
30900,0,battle,93.0,0.0,58.6,13.5
31000,0,battle,93.0,0.0,58.6,13.5
31100,0,battle,93.0,0.0,58.6,13.5
31200,0,battle,93.0,0.0,58.6,13.5
31300,0,battle,93.0,0.0,58.8,13.3
31400,0,battle,84.6,2.3,59.0,13.1
31500,0,battle,84.6,2.3,59.0,13.1
31600,0,battle,84.6,2.3,72.1,0.0
31700,0,battle,84.6,2.3,72.1,0.0
31800,0,battle,78.7,5.7,72.1,0.0
31900,0,battle,78.7,5.7,72.1,0.0
32000,0,battle,78.7,5.7,72.1,0.0
32100,0,battle,78.7,5.7,72.1,0.0
32200,0,battle,78.7,5.7,72.1,0.0
32300,0,battle,78.1,1.2,72.1,0.0
32400,0,battle,78.1,1.2,72.1,0.0
32500,0,battle,78.1,1.2,72.1,0.0
32600,0,battle,78.1,1.2,72.1,0.0
32700,0,battle,78.1,1.2,72.1,0.0
32800,0,battle,78.1,1.2,72.1,0.0
32900,0,battle,78.1,1.2,72.1,0.0
33000,0,battle,75.2,2.5,72.1,0.0
33100,0,battle,75.2,2.5,72.1,0.0
33200,0,battle,75.2,2.5,72.1,0.0
33300,0,battle,75.2,2.5,72.1,0.0
33400,0,battle,75.2,2.5,72.1,0.0
33500,0,battle,74.8,2.9,72.1,0.0
33600,0,battle,74.8,2.9,72.1,0.0
33700,0,battle,74.8,2.9,72.1,0.0
33800,0,battle,74.4,3.3,72.1,0.0
33900,0,battle,75.2,2.5,72.1,0.0
34000,0,battle,75.2,2.5,72.1,0.0
34100,0,battle,75.6,1.4,72.1,0.0
34200,0,battle,77.0,0.0,72.1,0.0
34300,0,battle,77.0,0.0,72.1,0.0
34400,0,battle,77.0,0.0,72.1,0.0
34500,0,battle,77.0,0.0,72.1,0.0
34600,0,battle,77.0,0.0,72.1,0.0
34700,0,battle,77.0,0.0,72.1,0.0
34800,0,battle,77.0,0.0,72.1,0.0
34900,0,battle,77.0,0.0,72.1,0.0
35000,0,battle,77.0,0.0,72.1,0.0
35100,0,battle,77.0,0.0,72.1,0.0
35200,0,battle,77.0,0.0,72.1,0.0
35300,0,battle,77.0,0.0,72.1,0.0
35400,0,battle,77.0,0.0,72.1,0.0
35500,0,battle,77.0,0.0,72.1,0.0
35600,0,battle,77.0,0.0,72.1,0.0
35700,0,battle,77.0,0.0,72.1,0.0
35800,0,battle,77.0,0.0,72.1,0.0
35900,0,battle,77.0,0.0,72.1,0.0
36000,0,battle,60.2,13.5,72.1,0.0
36100,0,battle,60.2,13.5,72.1,0.0
36200,0,battle,60.2,13.5,72.1,0.0
36300,0,battle,60.2,13.5,72.1,0.0
36400,0,battle,60.2,13.5,72.1,0.0
36500,0,battle,60.2,13.5,72.1,0.0
36600,0,battle,60.2,13.5,72.1,0.0
36700,0,battle,60.2,13.5,72.1,0.0
36800,0,battle,60.2,13.5,72.1,0.0
36900,0,battle,60.2,13.5,72.1,0.0
37000,0,battle,60.2,13.1,72.1,0.0
37100,0,battle,67.6,5.5,72.1,0.0
37200,0,battle,73.2,0.0,69.5,2.7
37300,0,battle,73.2,0.0,72.1,0.0
37400,0,battle,73.2,0.0,72.1,0.0
37500,0,battle,73.2,0.0,72.1,0.0
37600,0,battle,73.2,0.0,72.1,0.0
37700,0,battle,73.2,0.0,72.1,0.0
37800,0,battle,73.2,0.0,72.1,0.0
37900,0,battle,73.2,0.0,72.1,0.0
38000,0,battle,73.2,0.0,72.1,0.0
38100,0,battle,73.2,0.0,72.1,0.0
38200,0,battle,73.2,0.0,72.1,0.0
38300,0,battle,73.2,0.0,72.1,0.0
38400,0,battle,73.2,0.0,72.1,0.0
38500,0,battle,73.2,0.0,72.1,0.0
38600,0,battle,73.2,0.0,72.1,0.0
38700,0,battle,73.2,0.0,72.1,0.0
38800,0,battle,73.2,0.0,72.1,0.0
38900,0,battle,73.2,0.0,72.1,0.0
39000,0,battle,73.2,0.0,72.1,0.0
39100,0,battle,73.2,0.0,72.1,0.0
39200,0,battle,73.2,0.0,72.1,0.0
39300,0,battle,73.2,0.0,72.1,0.0
39400,0,battle,73.2,0.0,72.1,0.0
39500,0,battle,73.2,0.0,72.1,0.0
39600,0,battle,73.2,0.0,72.1,0.0
39700,0,battle,73.2,0.0,72.1,0.0
39800,0,battle,73.2,0.0,72.1,0.0
39900,0,battle,73.2,0.0,72.1,0.0
40000,0,battle,73.2,0.0,72.1,0.0
40100,0,battle,73.2,0.0,72.1,0.0
40200,0,battle,73.2,0.0,72.1,0.0
40300,0,battle,73.2,0.0,72.1,0.0
40400,0,battle,73.2,0.0,72.1,0.0
40500,0,battle,73.2,0.0,72.1,0.0
40600,0,battle,73.2,0.0,72.1,0.0
40700,0,battle,73.2,0.0,72.1,0.0
40800,0,battle,73.2,0.0,72.1,0.0
40900,0,battle,73.2,0.0,72.1,0.0
41000,0,battle,73.2,0.0,72.1,0.0
41100,0,battle,73.2,0.0,72.1,0.0
41200,0,battle,73.2,0.0,72.1,0.0
41300,0,battle,73.2,0.0,72.1,0.0
41400,0,battle,73.2,0.0,72.1,0.0
41500,0,battle,73.2,0.0,72.1,0.0
41600,0,battle,73.2,0.0,72.1,0.0
41700,0,battle,73.2,0.0,72.1,0.0
41800,0,battle,73.2,0.0,72.1,0.0
41900,0,battle,73.2,0.0,39.8,16.0
42000,0,battle,73.2,0.0,39.3,16.4
42100,0,battle,73.2,0.0,39.8,16.0
42200,0,battle,73.2,0.0,39.8,16.0
42300,0,battle,73.2,0.0,40.2,15.6
42400,0,battle,73.2,0.0,39.8,16.0
42500,0,battle,73.2,0.0,40.6,14.8
42600,0,battle,59.8,0.4,41.4,13.9
42700,0,battle,60.2,0.0,55.1,0.2
42800,0,battle,60.2,0.0,55.3,0.0
42900,0,battle,60.2,0.0,55.3,0.0
43000,0,battle,60.2,0.0,55.3,0.0
43100,0,battle,60.2,0.0,55.3,0.0
43200,0,battle,60.2,0.0,55.3,0.0
43300,0,battle,60.2,0.0,55.3,0.0
43400,0,battle,60.2,0.0,55.3,0.0
43500,0,battle,60.2,0.0,55.3,0.0
43600,0,battle,60.2,0.0,55.3,0.0
43700,0,battle,60.2,0.0,55.3,0.0
43800,0,battle,60.2,0.0,55.3,0.0
43900,0,battle,60.2,0.0,55.3,0.0
44000,0,battle,60.2,0.0,55.3,0.0
44100,0,battle,60.2,0.0,55.3,0.0
44200,0,battle,60.2,0.0,55.3,0.0
44300,0,battle,60.2,0.0,55.3,0.0
44400,0,battle,60.2,0.0,55.3,0.0
44500,0,battle,60.2,0.0,55.3,0.0
44600,0,battle,60.2,0.0,55.3,0.0
44700,0,battle,60.2,0.0,55.3,0.0
44800,0,battle,60.2,0.0,55.3,0.0
44900,0,battle,60.2,0.0,55.3,0.0
45000,0,battle,60.2,0.0,55.3,0.0
45100,0,battle,60.2,0.0,55.3,0.0
45200,0,battle,60.2,0.0,55.3,0.0
45300,0,battle,60.2,0.0,55.3,0.0
45400,0,battle,60.2,0.0,55.3,0.0
45500,0,battle,60.2,0.0,55.3,0.0
45600,0,battle,52.5,7.8,55.3,0.0
45700,0,battle,52.5,7.8,55.3,0.0
45800,0,battle,52.5,7.8,55.3,0.0
45900,0,battle,52.5,7.8,55.3,0.0
46000,0,battle,52.5,7.8,55.3,0.0
46100,0,battle,52.5,7.8,55.3,0.0
46200,0,battle,52.5,7.8,55.3,0.0
46300,0,battle,52.5,7.8,55.3,0.0
46400,0,battle,52.5,7.8,55.3,0.0
46500,0,battle,52.5,7.8,55.3,0.0
46600,0,battle,52.5,7.8,55.3,0.0
46700,0,battle,52.5,7.8,55.3,0.0
46800,0,battle,52.5,7.8,55.3,0.0
46900,0,battle,49.2,11.1,55.3,0.0
47000,0,battle,49.2,11.1,55.3,0.0
47100,0,battle,49.2,11.1,55.3,0.0
47200,0,battle,49.2,11.1,55.3,0.0
47300,0,battle,45.9,14.3,55.3,0.0
47400,0,battle,45.5,14.8,55.3,0.0
47500,0,battle,45.5,14.8,55.3,0.0
47600,0,battle,45.5,14.8,55.3,0.0
47700,0,battle,43.4,16.8,55.3,0.0
47800,0,battle,43.0,17.2,55.3,0.0
47900,0,battle,43.0,17.2,55.3,0.0
48000,0,battle,42.6,17.6,55.3,0.0
48100,0,battle,42.6,17.6,55.3,0.0
48200,0,battle,41.2,19.1,55.3,0.0
48300,0,battle,41.4,18.9,55.3,0.0
48400,0,battle,41.4,18.9,55.3,0.0
48500,0,battle,41.0,19.3,55.3,0.0
48600,0,battle,41.0,19.3,55.3,0.0
48700,0,battle,38.1,22.1,55.3,0.0
48800,0,battle,38.1,22.1,55.3,0.0
48900,0,battle,38.1,22.1,55.3,0.0
49000,0,battle,38.1,22.1,55.3,0.0
49100,0,battle,38.1,22.1,55.3,0.0
49200,0,battle,38.1,22.1,55.3,0.0
49300,0,battle,38.1,22.1,55.3,0.0
49400,0,battle,38.1,22.1,55.3,0.0
49500,0,battle,38.1,22.1,55.3,0.0
49600,0,battle,38.1,22.1,55.3,0.0
49700,0,battle,38.1,22.1,55.3,0.0
49800,0,battle,38.1,22.1,55.3,0.0
49900,0,battle,38.1,22.1,55.3,0.0
50000,0,battle,40.8,19.5,35.5,2.9
50100,0,battle,30.3,29.9,35.5,2.9
50200,0,battle,59.0,0.4,28.1,10.2
50300,0,battle,42.0,0.8,21.7,16.6
50400,0,battle,42.8,0.0,24.4,13.9
50500,0,battle,42.8,0.0,24.0,14.3
50600,0,battle,42.8,0.0,24.4,13.9
50700,0,battle,42.8,0.0,24.0,14.3
50800,0,battle,42.8,0.0,24.0,14.3
50900,0,battle,42.8,0.0,24.0,14.3
51000,0,battle,42.8,0.0,24.2,13.9
51100,0,battle,42.8,0.0,24.2,13.9
51200,0,battle,42.8,0.0,24.2,13.9
51300,0,battle,42.8,0.0,24.2,13.9
51400,0,battle,42.8,0.0,24.2,13.9
51500,0,battle,42.8,0.0,15.2,9.4
51600,0,battle,42.8,0.0,15.2,9.4
51700,0,battle,42.8,0.0,14.8,9.4
51800,0,battle,42.8,0.0,14.8,9.4
51900,0,battle,42.8,0.0,14.8,9.4
52000,0,battle,42.8,0.0,14.8,9.4
52100,0,battle,42.8,0.0,14.8,9.4
52200,0,battle,38.7,4.1,14.8,9.4
52300,0,battle,42.8,0.0,14.8,9.4
52400,0,battle,42.8,0.0,14.8,9.4
52500,0,battle,42.8,0.0,14.8,9.4
52600,0,battle,42.8,0.0,14.8,9.4
52700,0,battle,42.8,0.0,14.8,9.4
52800,0,battle,42.8,0.0,14.8,9.4
52900,0,battle,42.8,0.0,14.8,9.4
53000,0,battle,42.8,0.0,13.5,10.7
53100,0,battle,42.8,0.0,13.5,10.7
53200,0,battle,42.8,0.0,11.9,12.3
53300,0,battle,42.8,0.0,11.9,12.3
53400,0,battle,42.8,0.0,11.9,12.3
53500,0,battle,42.8,0.0,11.9,12.3
53600,0,battle,42.8,0.0,12.3,11.9
53700,0,battle,42.8,0.0,9.8,14.3
53800,0,battle,42.8,0.0,9.8,14.3
53900,0,battle,42.8,0.0,9.8,14.3
54000,0,battle,42.8,0.0,9.8,14.3
54100,0,battle,42.8,0.0,9.8,14.3
54200,0,battle,42.8,0.0,9.8,14.3
54300,0,battle,42.8,0.0,7.4,16.8
54400,0,battle,42.8,0.0,7.4,16.8
54500,0,battle,42.8,0.0,7.4,16.8
54600,0,battle,42.8,0.0,7.4,16.8
54700,0,battle,42.8,0.0,7.4,16.8
54800,0,battle,42.8,0.0,7.4,16.8
54900,0,battle,42.8,0.0,7.4,16.8
55000,0,battle,42.8,0.0,7.4,16.8
55100,0,battle,42.8,0.0,7.4,16.8
55200,0,battle,42.8,0.0,7.4,16.8
55300,0,battle,42.8,0.0,7.4,16.8
55400,0,battle,42.8,0.0,7.4,16.8
55500,0,battle,42.8,0.0,7.4,16.8
55600,0,battle,42.8,0.0,7.4,16.8
55700,0,battle,42.8,0.0,7.4,16.8
55800,0,battle,42.8,0.0,7.4,16.8
55900,0,battle,42.8,0.0,7.4,16.8
56000,0,battle,42.8,0.0,7.4,16.8
56100,0,battle,42.8,0.0,7.6,16.6
56200,0,battle,42.8,0.0,17.6,6.6
56300,0,battle,42.8,0.0,24.2,0.0
56400,0,battle,42.8,0.0,24.2,0.0
56500,0,battle,42.8,0.0,24.2,0.0
56600,0,battle,42.8,0.0,24.2,0.0
56700,0,battle,31.8,7.8,24.2,0.0
56800,0,battle,39.5,0.0,24.2,0.0
56900,0,battle,39.5,0.0,24.2,0.0
57000,0,battle,39.5,0.0,24.2,0.0
57100,0,battle,39.5,0.0,24.2,0.0
57200,0,battle,39.5,0.0,24.2,0.0
57300,0,battle,39.5,0.0,24.2,0.0
57400,0,battle,39.5,0.0,24.2,0.0
57500,0,battle,39.5,0.0,24.2,0.0
57600,0,battle,39.5,0.0,24.2,0.0
57700,0,battle,39.5,0.0,24.2,0.0
57800,0,battle,39.5,0.0,24.2,0.0
57900,0,battle,39.5,0.0,24.2,0.0
